sample	subject	timepoint	species	cluster	within_abund	coverage	support
S11-1	S11	1	Rothia_mucilaginosa	C4	0.1688	0.15	61
S11-1	S11	1	Streptococcus_gordonii	C7	0.2817	0.18	10
S11-1	S11	1	Streptococcus_gordonii	C6	0.1408	0.18	19
S11-1	S11	1	Streptococcus_gordonii	C10	0.1408	0.24	19
S11-1	S11	1	Streptococcus_gordonii	C4	0.1268	0.21	12
S11-1	S11	1	Streptococcus_gordonii	C2	0.1127	0.20	12
S11-1	S11	1	Streptococcus_gordonii	C5	0.1127	0.17	11
S11-1	S11	1	Streptococcus_gordonii	C9	0.0845	0.20	22
S11-1	S11	1	Streptococcus_mitis	C13	0.1745	0.28	35
S11-1	S11	1	Streptococcus_mitis	C2	0.1386	0.26	44
S11-1	S11	1	Streptococcus_mitis	C12	0.1013	0.34	58
S11-1	S11	1	Streptococcus_mitis	C0	0.0885	0.29	49
S11-1	S11	1	Streptococcus_mitis	C1	0.0885	0.45	51
S11-1	S11	1	Streptococcus_mitis	C7	0.0680	0.39	46
S11-1	S11	1	Streptococcus_mitis	C11	0.0603	0.28	38
S11-1	S11	1	Streptococcus_mitis	C10	0.0564	0.27	41
S11-1	S11	1	Streptococcus_mitis	C4	0.0558	0.41	69
S11-1	S11	1	Streptococcus_mitis	C14	0.0513	0.40	68
S11-1	S11	1	Streptococcus_mitis	C3	0.0346	0.41	46
S11-1	S11	1	Streptococcus_mitis	C15	0.0295	0.21	27
S11-1	S11	1	Streptococcus_mitis	C5	0.0282	0.37	65
S11-1	S11	1	Streptococcus_mitis	C6	0.0244	0.46	73
S11-1	S11	1	Streptococcus_oralis	C12	0.2056	0.33	31
S11-1	S11	1	Streptococcus_oralis	C0	0.0981	0.25	29
S11-1	S11	1	Streptococcus_oralis	C7	0.0841	0.30	21
S11-1	S11	1	Streptococcus_oralis	C19	0.0654	0.25	22
S11-1	S11	1	Streptococcus_oralis	C15	0.0584	0.24	22
S11-1	S11	1	Streptococcus_oralis	C3	0.0514	0.34	65
S11-1	S11	1	Streptococcus_oralis	C4	0.0514	0.29	24
S11-1	S11	1	Streptococcus_oralis	C14	0.0514	0.27	22
S11-1	S11	1	Streptococcus_oralis	C5	0.0467	0.30	31
S11-1	S11	1	Streptococcus_oralis	C10	0.0467	0.22	16
S11-1	S11	1	Streptococcus_oralis	C20	0.0444	0.29	21
S11-1	S11	1	Streptococcus_oralis	C22	0.0421	0.27	52
S11-1	S11	1	Streptococcus_oralis	C21	0.0374	0.24	28
S11-1	S11	1	Streptococcus_oralis	C1	0.0350	0.21	10
S11-1	S11	1	Streptococcus_oralis	C16	0.0327	0.21	37
S11-1	S11	1	Streptococcus_oralis	C18	0.0257	0.46	90
S11-1	S11	1	Streptococcus_oralis	C17	0.0234	0.43	73
S11-1	S11	1	Streptococcus_parasanguinis	C1	0.3846	0.16	15
S11-1	S11	1	Streptococcus_parasanguinis	C16	0.3846	0.11	11
S11-1	S11	1	Streptococcus_parasanguinis	C5	0.2308	0.11	12
S11-1	S11	1	Streptococcus_salivarius	C5	0.3704	0.27	10
S11-1	S11	1	Streptococcus_salivarius	C2	0.2222	0.18	12
S11-1	S11	1	Streptococcus_salivarius	C0	0.1481	0.32	21
S11-1	S11	1	Streptococcus_salivarius	C10	0.1481	0.19	12
S11-1	S11	1	Streptococcus_salivarius	C1	0.1111	0.23	14
S11-1	S11	1	Streptococcus_sanguinis	C14	0.1236	0.14	16
S11-1	S11	1	Streptococcus_sanguinis	C0	0.1124	0.23	27
S11-1	S11	1	Streptococcus_sanguinis	C11	0.1124	0.14	20
S11-1	S11	1	Streptococcus_sanguinis	C7	0.1067	0.12	17
S11-1	S11	1	Streptococcus_sanguinis	C5	0.0730	0.21	19
S11-1	S11	1	Streptococcus_sanguinis	C6	0.0674	0.16	16
S11-1	S11	1	Streptococcus_sanguinis	C12	0.0674	0.18	19
S11-1	S11	1	Streptococcus_sanguinis	C15	0.0618	0.25	24
S11-1	S11	1	Streptococcus_sanguinis	C22	0.0618	0.23	26
S11-1	S11	1	Streptococcus_sanguinis	C2	0.0562	0.15	14
S11-1	S11	1	Streptococcus_sanguinis	C4	0.0562	0.11	14
S11-1	S11	1	Streptococcus_sanguinis	C9	0.0562	0.21	10
S11-1	S11	1	Streptococcus_sanguinis	C10	0.0449	0.23	51
S11-1	S11	1	Veillonella_atypica	C8	0.4483	0.26	35
S11-1	S11	1	Veillonella_atypica	C10	0.3448	0.35	52
S11-1	S11	1	Veillonella_atypica	C2	0.1379	0.25	27
S11-1	S11	1	Veillonella_atypica	C1	0.0690	0.24	17
S11-1	S11	1	Veillonella_dispar	C7	0.2368	0.37	33
S11-1	S11	1	Veillonella_dispar	C1	0.1842	0.67	313
S11-1	S11	1	Veillonella_dispar	C10	0.1053	0.14	13
S11-1	S11	1	Veillonella_dispar	C14	0.1053	0.20	14
S11-1	S11	1	Veillonella_dispar	C2	0.0921	0.20	13
S11-1	S11	1	Veillonella_dispar	C5	0.0789	0.21	10
S11-1	S11	1	Veillonella_dispar	C8	0.0789	0.18	13
S11-1	S11	1	Veillonella_dispar	C6	0.0658	0.20	17
S11-1	S11	1	Veillonella_dispar	C12	0.0526	0.16	11
S11-1	S11	1	Veillonella_parvula	C12	0.1695	0.29	23
S11-1	S11	1	Veillonella_parvula	C0	0.1017	0.21	17
S11-1	S11	1	Veillonella_parvula	C2	0.1017	0.28	14
S11-1	S11	1	Veillonella_parvula	C6	0.1017	0.19	12
S11-1	S11	1	Veillonella_parvula	C7	0.1017	0.23	19
S11-1	S11	1	Veillonella_parvula	C9	0.1017	0.30	26
S11-1	S11	1	Veillonella_parvula	C11	0.1017	0.19	12
S11-1	S11	1	Veillonella_parvula	C3	0.0847	0.29	21
S11-1	S11	1	Veillonella_parvula	C5	0.0678	0.26	13
S11-1	S11	1	Veillonella_parvula	C10	0.0678	0.23	17
S11-2	S11	2	Granulicatella_adiacens	C9	1.0000	0.12	31
S11-2	S11	2	Haemophilus_parainfluenzae	C15	0.1172	0.21	20
S11-2	S11	2	Haemophilus_parainfluenzae	C0	0.1094	0.18	31
S11-2	S11	2	Haemophilus_parainfluenzae	C5	0.0859	0.15	20
S11-2	S11	2	Haemophilus_parainfluenzae	C4	0.0781	0.25	38
S11-2	S11	2	Haemophilus_parainfluenzae	C9	0.0781	0.13	18
S11-2	S11	2	Haemophilus_parainfluenzae	C3	0.0625	0.20	35
S11-2	S11	2	Haemophilus_parainfluenzae	C11	0.0625	0.11	10
S11-2	S11	2	Haemophilus_parainfluenzae	C14	0.0625	0.19	18
S11-2	S11	2	Haemophilus_parainfluenzae	C19	0.0625	0.28	35
S11-2	S11	2	Haemophilus_parainfluenzae	C8	0.0547	0.12	15
S11-2	S11	2	Haemophilus_parainfluenzae	C13	0.0547	0.14	18
S11-2	S11	2	Haemophilus_parainfluenzae	C6	0.0469	0.12	11
S11-2	S11	2	Haemophilus_parainfluenzae	C7	0.0469	0.13	16
S11-2	S11	2	Haemophilus_parainfluenzae	C16	0.0469	0.12	23
S11-2	S11	2	Haemophilus_parainfluenzae	C1	0.0313	0.19	21
S11-2	S11	2	Neisseria_subflava	C8	0.2254	0.17	27
S11-2	S11	2	Neisseria_subflava	C5	0.1268	0.23	92
S11-2	S11	2	Neisseria_subflava	C6	0.1268	0.24	120
S11-2	S11	2	Neisseria_subflava	C4	0.1127	0.22	114
S11-2	S11	2	Neisseria_subflava	C0	0.0986	0.20	101
S11-2	S11	2	Neisseria_subflava	C3	0.0986	0.21	111
S11-2	S11	2	Neisseria_subflava	C7	0.0986	0.30	40
S11-2	S11	2	Neisseria_subflava	C1	0.0704	0.35	187
S11-2	S11	2	Neisseria_subflava	C2	0.0423	0.23	137
S11-2	S11	2	Porphyromonas_gingivalis	C14	0.3684	0.14	13
S11-2	S11	2	Porphyromonas_gingivalis	C8	0.3158	0.16	13
S11-2	S11	2	Porphyromonas_gingivalis	C12	0.3158	0.10	17
S11-2	S11	2	Prevotella_melaninogenica	C1	0.2222	0.48	266
S11-2	S11	2	Prevotella_melaninogenica	C4	0.1667	0.12	31
S11-2	S11	2	Prevotella_melaninogenica	C7	0.1667	0.13	42
S11-2	S11	2	Prevotella_melaninogenica	C9	0.1667	0.20	64
S11-2	S11	2	Prevotella_melaninogenica	C8	0.1111	0.17	51
S11-2	S11	2	Prevotella_melaninogenica	C10	0.1111	0.16	35
S11-2	S11	2	Prevotella_melaninogenica	C0	0.0556	0.12	18
S11-2	S11	2	Rothia_mucilaginosa	C4	0.3784	0.13	57
S11-2	S11	2	Rothia_mucilaginosa	C10	0.3514	0.23	132
S11-2	S11	2	Rothia_mucilaginosa	C1	0.2703	0.17	78
S11-2	S11	2	Streptococcus_mitis	C13	0.1818	0.14	16
S11-2	S11	2	Streptococcus_mitis	C2	0.1273	0.13	17
S11-2	S11	2	Streptococcus_mitis	C4	0.1091	0.17	25
S11-2	S11	2	Streptococcus_mitis	C7	0.1091	0.14	12
S11-2	S11	2	Streptococcus_mitis	C6	0.0727	0.13	14
S11-2	S11	2	Streptococcus_mitis	C8	0.0727	0.10	14
S11-2	S11	2	Streptococcus_mitis	C10	0.0727	0.10	12
S11-2	S11	2	Streptococcus_mitis	C11	0.0727	0.10	12
S11-2	S11	2	Streptococcus_mitis	C12	0.0727	0.12	14
S11-2	S11	2	Streptococcus_mitis	C14	0.0727	0.12	12
S11-2	S11	2	Streptococcus_mitis	C9	0.0364	0.13	12
S11-2	S11	2	Streptococcus_oralis	C18	0.3000	0.16	19
S11-2	S11	2	Streptococcus_oralis	C22	0.3000	0.10	12
S11-2	S11	2	Streptococcus_oralis	C3	0.2000	0.11	10
S11-2	S11	2	Streptococcus_oralis	C17	0.2000	0.17	16
S11-2	S11	2	Streptococcus_sanguinis	C4	1.0000	0.13	15
S11-2	S11	2	Veillonella_atypica	C10	0.6667	0.13	15
S11-2	S11	2	Veillonella_atypica	C8	0.3333	0.11	11
S11-2	S11	2	Veillonella_dispar	C7	1.0000	0.22	23
S11-6	S11	6	Actinomyces_odontolyticus	C6	0.2333	0.59	1272
S11-6	S11	6	Actinomyces_odontolyticus	C1	0.2000	0.21	272
S11-6	S11	6	Actinomyces_odontolyticus	C7	0.2000	0.18	223
S11-6	S11	6	Actinomyces_odontolyticus	C4	0.1667	0.28	567
S11-6	S11	6	Actinomyces_odontolyticus	C2	0.1000	0.24	320
S11-6	S11	6	Actinomyces_odontolyticus	C9	0.1000	0.14	212
S11-6	S11	6	Gemella_haemolysans	C6	0.5205	0.42	47
S11-6	S11	6	Gemella_haemolysans	C13	0.2466	0.26	11
S11-6	S11	6	Gemella_haemolysans	C4	0.1233	0.19	10
S11-6	S11	6	Gemella_haemolysans	C9	0.1096	0.13	14
S11-6	S11	6	Granulicatella_adiacens	C9	0.1383	0.35	117
S11-6	S11	6	Granulicatella_adiacens	C7	0.1277	0.17	11
S11-6	S11	6	Granulicatella_adiacens	C8	0.1277	0.35	129
S11-6	S11	6	Granulicatella_adiacens	C3	0.1064	0.25	40
S11-6	S11	6	Granulicatella_adiacens	C4	0.1064	0.25	14
S11-6	S11	6	Granulicatella_adiacens	C10	0.1064	0.21	12
S11-6	S11	6	Granulicatella_adiacens	C11	0.1064	0.24	20
S11-6	S11	6	Granulicatella_adiacens	C2	0.0957	0.29	19
S11-6	S11	6	Granulicatella_adiacens	C5	0.0851	0.14	16
S11-6	S11	6	Haemophilus_parainfluenzae	C17	0.1163	0.16	36
S11-6	S11	6	Haemophilus_parainfluenzae	C13	0.1071	0.26	40
S11-6	S11	6	Haemophilus_parainfluenzae	C4	0.0857	0.38	65
S11-6	S11	6	Haemophilus_parainfluenzae	C6	0.0755	0.28	35
S11-6	S11	6	Haemophilus_parainfluenzae	C3	0.0714	0.37	64
S11-6	S11	6	Haemophilus_parainfluenzae	C12	0.0673	0.26	28
S11-6	S11	6	Haemophilus_parainfluenzae	C19	0.0612	0.37	52
S11-6	S11	6	Haemophilus_parainfluenzae	C9	0.0551	0.20	30
S11-6	S11	6	Haemophilus_parainfluenzae	C1	0.0531	0.44	57
S11-6	S11	6	Haemophilus_parainfluenzae	C14	0.0531	0.37	36
S11-6	S11	6	Haemophilus_parainfluenzae	C0	0.0490	0.29	49
S11-6	S11	6	Haemophilus_parainfluenzae	C7	0.0449	0.26	37
S11-6	S11	6	Haemophilus_parainfluenzae	C18	0.0418	0.22	36
S11-6	S11	6	Haemophilus_parainfluenzae	C16	0.0347	0.20	44
S11-6	S11	6	Haemophilus_parainfluenzae	C2	0.0306	0.22	37
S11-6	S11	6	Haemophilus_parainfluenzae	C8	0.0306	0.29	50
S11-6	S11	6	Haemophilus_parainfluenzae	C15	0.0224	0.34	39
S11-6	S11	6	Neisseria_subflava	C2	0.4527	0.38	259
S11-6	S11	6	Neisseria_subflava	C1	0.1851	0.53	309
S11-6	S11	6	Neisseria_subflava	C0	0.1127	0.28	165
S11-6	S11	6	Neisseria_subflava	C3	0.0664	0.27	151
S11-6	S11	6	Neisseria_subflava	C7	0.0483	0.34	40
S11-6	S11	6	Neisseria_subflava	C8	0.0463	0.29	41
S11-6	S11	6	Neisseria_subflava	C6	0.0362	0.28	134
S11-6	S11	6	Neisseria_subflava	C4	0.0322	0.33	164
S11-6	S11	6	Neisseria_subflava	C5	0.0201	0.30	120
S11-6	S11	6	Porphyromonas_gingivalis	C0	0.3274	0.10	11
S11-6	S11	6	Porphyromonas_gingivalis	C16	0.2262	0.22	20
S11-6	S11	6	Porphyromonas_gingivalis	C14	0.2202	0.18	18
S11-6	S11	6	Porphyromonas_gingivalis	C12	0.0714	0.11	18
S11-6	S11	6	Porphyromonas_gingivalis	C8	0.0595	0.19	16
S11-6	S11	6	Porphyromonas_gingivalis	C13	0.0476	0.11	16
S11-6	S11	6	Porphyromonas_gingivalis	C15	0.0476	0.13	12
S11-6	S11	6	Prevotella_melaninogenica	C1	0.1176	0.57	339
S11-6	S11	6	Prevotella_melaninogenica	C7	0.1176	0.33	116
S11-6	S11	6	Prevotella_melaninogenica	C10	0.1092	0.38	105
S11-6	S11	6	Prevotella_melaninogenica	C2	0.1008	0.40	107
S11-6	S11	6	Prevotella_melaninogenica	C4	0.1008	0.34	109
S11-6	S11	6	Prevotella_melaninogenica	C0	0.0840	0.31	83
S11-6	S11	6	Prevotella_melaninogenica	C3	0.0840	0.31	73
S11-6	S11	6	Prevotella_melaninogenica	C6	0.0840	0.31	71
S11-6	S11	6	Prevotella_melaninogenica	C9	0.0840	0.43	173
S11-6	S11	6	Prevotella_melaninogenica	C8	0.0672	0.43	160
S11-6	S11	6	Prevotella_melaninogenica	C5	0.0504	0.25	63
S11-6	S11	6	Rothia_dentocariosa	C12	0.2494	0.28	71
S11-6	S11	6	Rothia_dentocariosa	C8	0.1199	0.18	41
S11-6	S11	6	Rothia_dentocariosa	C10	0.1103	0.28	56
S11-6	S11	6	Rothia_dentocariosa	C7	0.1079	0.20	42
S11-6	S11	6	Rothia_dentocariosa	C11	0.0911	0.13	36
S11-6	S11	6	Rothia_dentocariosa	C4	0.0815	0.18	43
S11-6	S11	6	Rothia_dentocariosa	C9	0.0624	0.19	48
S11-6	S11	6	Rothia_dentocariosa	C1	0.0552	0.15	43
S11-6	S11	6	Rothia_dentocariosa	C6	0.0528	0.17	39
S11-6	S11	6	Rothia_dentocariosa	C3	0.0456	0.25	65
S11-6	S11	6	Rothia_dentocariosa	C5	0.0240	0.11	13
S11-6	S11	6	Rothia_mucilaginosa	C12	0.4052	0.20	90
S11-6	S11	6	Rothia_mucilaginosa	C3	0.1287	0.16	52
S11-6	S11	6	Rothia_mucilaginosa	C11	0.1183	0.68	411
S11-6	S11	6	Rothia_mucilaginosa	C5	0.1130	0.15	69
S11-6	S11	6	Rothia_mucilaginosa	C9	0.0696	0.16	42
S11-6	S11	6	Rothia_mucilaginosa	C8	0.0487	0.14	36
S11-6	S11	6	Rothia_mucilaginosa	C7	0.0330	0.15	31
S11-6	S11	6	Rothia_mucilaginosa	C6	0.0313	0.11	25
S11-6	S11	6	Rothia_mucilaginosa	C10	0.0278	0.25	148
S11-6	S11	6	Rothia_mucilaginosa	C0	0.0243	0.11	33
S11-6	S11	6	Streptococcus_gordonii	C3	0.3182	0.26	14
S11-6	S11	6	Streptococcus_gordonii	C9	0.1477	0.24	21
S11-6	S11	6	Streptococcus_gordonii	C10	0.1136	0.28	23
S11-6	S11	6	Streptococcus_gordonii	C2	0.0909	0.30	18
S11-6	S11	6	Streptococcus_gordonii	C4	0.0909	0.26	12
S11-6	S11	6	Streptococcus_gordonii	C6	0.0909	0.19	19
S11-6	S11	6	Streptococcus_gordonii	C7	0.0909	0.27	17
S11-6	S11	6	Streptococcus_gordonii	C5	0.0568	0.24	14
S11-6	S11	6	Streptococcus_mitis	C8	0.1556	0.24	40
S11-6	S11	6	Streptococcus_mitis	C3	0.1175	0.45	52
S11-6	S11	6	Streptococcus_mitis	C14	0.1095	0.47	80
S11-6	S11	6	Streptococcus_mitis	C2	0.0825	0.31	48
S11-6	S11	6	Streptococcus_mitis	C15	0.0762	0.24	31
S11-6	S11	6	Streptococcus_mitis	C6	0.0730	0.46	73
S11-6	S11	6	Streptococcus_mitis	C7	0.0667	0.42	49
S11-6	S11	6	Streptococcus_mitis	C13	0.0667	0.31	37
S11-6	S11	6	Streptococcus_mitis	C1	0.0476	0.51	56
S11-6	S11	6	Streptococcus_mitis	C11	0.0444	0.25	36
S11-6	S11	6	Streptococcus_mitis	C4	0.0413	0.47	71
S11-6	S11	6	Streptococcus_mitis	C5	0.0381	0.36	61
S11-6	S11	6	Streptococcus_mitis	C9	0.0317	0.29	48
S11-6	S11	6	Streptococcus_mitis	C12	0.0270	0.28	41
S11-6	S11	6	Streptococcus_mitis	C0	0.0222	0.24	33
S11-6	S11	6	Streptococcus_oralis	C3	0.0967	0.37	69
S11-6	S11	6	Streptococcus_oralis	C6	0.0802	0.24	29
S11-6	S11	6	Streptococcus_oralis	C8	0.0802	0.38	10
S11-6	S11	6	Streptococcus_oralis	C12	0.0755	0.49	44
S11-6	S11	6	Streptococcus_oralis	C16	0.0566	0.26	40
S11-6	S11	6	Streptococcus_oralis	C15	0.0519	0.25	24
S11-6	S11	6	Streptococcus_oralis	C18	0.0519	0.54	108
S11-6	S11	6	Streptococcus_oralis	C14	0.0472	0.31	26
S11-6	S11	6	Streptococcus_oralis	C5	0.0425	0.30	28
S11-6	S11	6	Streptococcus_oralis	C19	0.0425	0.26	25
S11-6	S11	6	Streptococcus_oralis	C9	0.0377	0.24	13
S11-6	S11	6	Streptococcus_oralis	C20	0.0377	0.38	30
S11-6	S11	6	Streptococcus_oralis	C21	0.0377	0.30	31
S11-6	S11	6	Streptococcus_oralis	C2	0.0330	0.32	55
S11-6	S11	6	Streptococcus_oralis	C17	0.0330	0.35	60
S11-6	S11	6	Streptococcus_oralis	C22	0.0330	0.26	53
S11-6	S11	6	Streptococcus_oralis	C0	0.0307	0.35	39
S11-6	S11	6	Streptococcus_oralis	C1	0.0307	0.38	17
S11-6	S11	6	Streptococcus_oralis	C4	0.0283	0.32	23
S11-6	S11	6	Streptococcus_oralis	C11	0.0283	0.27	10
S11-6	S11	6	Streptococcus_oralis	C10	0.0236	0.25	15
S11-6	S11	6	Streptococcus_oralis	C7	0.0212	0.41	28
S11-6	S11	6	Streptococcus_parasanguinis	C16	0.6364	0.10	10
S11-6	S11	6	Streptococcus_parasanguinis	C0	0.0530	0.14	13
S11-6	S11	6	Streptococcus_parasanguinis	C4	0.0530	0.13	11
S11-6	S11	6	Streptococcus_parasanguinis	C6	0.0530	0.17	16
S11-6	S11	6	Streptococcus_parasanguinis	C1	0.0455	0.23	17
S11-6	S11	6	Streptococcus_parasanguinis	C2	0.0455	0.12	12
S11-6	S11	6	Streptococcus_parasanguinis	C15	0.0455	0.17	17
S11-6	S11	6	Streptococcus_parasanguinis	C8	0.0379	0.22	19
S11-6	S11	6	Streptococcus_parasanguinis	C9	0.0303	0.18	11
S11-6	S11	6	Streptococcus_salivarius	C10	0.5000	0.12	10
S11-6	S11	6	Streptococcus_salivarius	C0	0.2500	0.18	12
S11-6	S11	6	Streptococcus_salivarius	C1	0.2500	0.21	14
S11-6	S11	6	Streptococcus_sanguinis	C13	0.1549	0.21	15
S11-6	S11	6	Streptococcus_sanguinis	C9	0.1221	0.40	22
S11-6	S11	6	Streptococcus_sanguinis	C6	0.0845	0.15	15
S11-6	S11	6	Streptococcus_sanguinis	C2	0.0657	0.12	11
S11-6	S11	6	Streptococcus_sanguinis	C3	0.0657	0.19	13
S11-6	S11	6	Streptococcus_sanguinis	C7	0.0610	0.16	21
S11-6	S11	6	Streptococcus_sanguinis	C0	0.0563	0.28	35
S11-6	S11	6	Streptococcus_sanguinis	C5	0.0563	0.16	19
S11-6	S11	6	Streptococcus_sanguinis	C11	0.0563	0.21	29
S11-6	S11	6	Streptococcus_sanguinis	C12	0.0563	0.20	24
S11-6	S11	6	Streptococcus_sanguinis	C19	0.0563	0.14	11
S11-6	S11	6	Streptococcus_sanguinis	C4	0.0469	0.22	25
S11-6	S11	6	Streptococcus_sanguinis	C22	0.0423	0.12	14
S11-6	S11	6	Streptococcus_sanguinis	C10	0.0376	0.11	24
S11-6	S11	6	Streptococcus_sanguinis	C14	0.0376	0.19	17
S11-6	S11	6	Veillonella_atypica	C11	0.3645	0.18	12
S11-6	S11	6	Veillonella_atypica	C9	0.2562	0.10	11
S11-6	S11	6	Veillonella_atypica	C10	0.1379	0.44	66
S11-6	S11	6	Veillonella_atypica	C8	0.1330	0.24	35
S11-6	S11	6	Veillonella_atypica	C2	0.0394	0.16	21
S11-6	S11	6	Veillonella_atypica	C5	0.0394	0.14	15
S11-6	S11	6	Veillonella_atypica	C7	0.0296	0.19	13
S11-6	S11	6	Veillonella_dispar	C7	0.3616	0.40	42
S11-6	S11	6	Veillonella_dispar	C1	0.1370	0.68	340
S11-6	S11	6	Veillonella_dispar	C10	0.1041	0.15	13
S11-6	S11	6	Veillonella_dispar	C8	0.1014	0.26	24
S11-6	S11	6	Veillonella_dispar	C2	0.0767	0.20	13
S11-6	S11	6	Veillonella_dispar	C11	0.0548	0.12	11
S11-6	S11	6	Veillonella_dispar	C14	0.0548	0.30	17
S11-6	S11	6	Veillonella_dispar	C6	0.0438	0.19	20
S11-6	S11	6	Veillonella_dispar	C5	0.0384	0.21	13
S11-6	S11	6	Veillonella_dispar	C12	0.0274	0.14	12
S11-6	S11	6	Veillonella_parvula	C2	0.2637	0.17	11
S11-6	S11	6	Veillonella_parvula	C7	0.1538	0.30	34
S11-6	S11	6	Veillonella_parvula	C9	0.1319	0.35	37
S11-6	S11	6	Veillonella_parvula	C10	0.1099	0.28	31
S11-6	S11	6	Veillonella_parvula	C12	0.0989	0.20	16
S11-6	S11	6	Veillonella_parvula	C5	0.0824	0.27	16
S11-6	S11	6	Veillonella_parvula	C11	0.0604	0.29	20
S11-6	S11	6	Veillonella_parvula	C0	0.0549	0.17	20
S11-6	S11	6	Veillonella_parvula	C3	0.0440	0.26	20
S11-7	S11	7	Actinomyces_odontolyticus	C2	1.0000	0.12	154
S11-7	S11	7	Gemella_haemolysans	C8	1.0000	0.27	13
S11-7	S11	7	Granulicatella_adiacens	C8	0.2121	0.34	120
S11-7	S11	7	Granulicatella_adiacens	C9	0.2121	0.46	149
S11-7	S11	7	Granulicatella_adiacens	C4	0.1515	0.31	20
S11-7	S11	7	Granulicatella_adiacens	C5	0.1212	0.10	12
S11-7	S11	7	Granulicatella_adiacens	C10	0.1212	0.33	16
S11-7	S11	7	Granulicatella_adiacens	C3	0.1061	0.14	18
S11-7	S11	7	Granulicatella_adiacens	C7	0.0758	0.20	10
S11-7	S11	7	Haemophilus_parainfluenzae	C9	0.1367	0.13	22
S11-7	S11	7	Haemophilus_parainfluenzae	C0	0.0863	0.25	47
S11-7	S11	7	Haemophilus_parainfluenzae	C6	0.0719	0.21	28
S11-7	S11	7	Haemophilus_parainfluenzae	C18	0.0719	0.12	18
S11-7	S11	7	Haemophilus_parainfluenzae	C5	0.0683	0.29	40
S11-7	S11	7	Haemophilus_parainfluenzae	C14	0.0612	0.26	25
S11-7	S11	7	Haemophilus_parainfluenzae	C3	0.0576	0.26	42
S11-7	S11	7	Haemophilus_parainfluenzae	C8	0.0576	0.19	30
S11-7	S11	7	Haemophilus_parainfluenzae	C15	0.0576	0.29	30
S11-7	S11	7	Haemophilus_parainfluenzae	C1	0.0504	0.18	23
S11-7	S11	7	Haemophilus_parainfluenzae	C7	0.0504	0.16	20
S11-7	S11	7	Haemophilus_parainfluenzae	C11	0.0504	0.17	18
S11-7	S11	7	Haemophilus_parainfluenzae	C4	0.0432	0.28	42
S11-7	S11	7	Haemophilus_parainfluenzae	C12	0.0432	0.12	12
S11-7	S11	7	Haemophilus_parainfluenzae	C13	0.0360	0.19	25
S11-7	S11	7	Haemophilus_parainfluenzae	C2	0.0288	0.11	16
S11-7	S11	7	Haemophilus_parainfluenzae	C16	0.0288	0.10	23
S11-7	S11	7	Neisseria_subflava	C8	0.1762	0.22	36
S11-7	S11	7	Neisseria_subflava	C0	0.1284	0.20	117
S11-7	S11	7	Neisseria_subflava	C5	0.1202	0.26	111
S11-7	S11	7	Neisseria_subflava	C7	0.1189	0.38	55
S11-7	S11	7	Neisseria_subflava	C2	0.1093	0.22	159
S11-7	S11	7	Neisseria_subflava	C3	0.1011	0.25	156
S11-7	S11	7	Neisseria_subflava	C6	0.0956	0.29	163
S11-7	S11	7	Neisseria_subflava	C4	0.0765	0.34	175
S11-7	S11	7	Neisseria_subflava	C1	0.0738	0.45	265
S11-7	S11	7	Porphyromonas_gingivalis	C2	0.3946	0.12	11
S11-7	S11	7	Porphyromonas_gingivalis	C14	0.2857	0.16	17
S11-7	S11	7	Porphyromonas_gingivalis	C16	0.1224	0.15	12
S11-7	S11	7	Porphyromonas_gingivalis	C0	0.1088	0.10	10
S11-7	S11	7	Porphyromonas_gingivalis	C15	0.0884	0.21	24
S11-7	S11	7	Prevotella_melaninogenica	C2	0.1385	0.32	92
S11-7	S11	7	Prevotella_melaninogenica	C1	0.1308	0.49	309
S11-7	S11	7	Prevotella_melaninogenica	C9	0.1231	0.61	282
S11-7	S11	7	Prevotella_melaninogenica	C6	0.0923	0.18	43
S11-7	S11	7	Prevotella_melaninogenica	C7	0.0923	0.24	83
S11-7	S11	7	Prevotella_melaninogenica	C8	0.0923	0.28	119
S11-7	S11	7	Prevotella_melaninogenica	C3	0.0808	0.19	43
S11-7	S11	7	Prevotella_melaninogenica	C5	0.0692	0.20	52
S11-7	S11	7	Prevotella_melaninogenica	C4	0.0654	0.29	98
S11-7	S11	7	Prevotella_melaninogenica	C0	0.0577	0.28	82
S11-7	S11	7	Prevotella_melaninogenica	C10	0.0577	0.26	71
S11-7	S11	7	Rothia_dentocariosa	C12	0.1395	0.15	32
S11-7	S11	7	Rothia_dentocariosa	C4	0.1163	0.36	79
S11-7	S11	7	Rothia_dentocariosa	C6	0.1163	0.18	35
S11-7	S11	7	Rothia_dentocariosa	C11	0.1163	0.13	33
S11-7	S11	7	Rothia_dentocariosa	C1	0.0930	0.11	28
S11-7	S11	7	Rothia_dentocariosa	C3	0.0930	0.26	67
S11-7	S11	7	Rothia_dentocariosa	C9	0.0930	0.17	37
S11-7	S11	7	Rothia_dentocariosa	C10	0.0930	0.19	32
S11-7	S11	7	Rothia_dentocariosa	C7	0.0698	0.10	17
S11-7	S11	7	Rothia_dentocariosa	C8	0.0698	0.19	38
S11-7	S11	7	Rothia_mucilaginosa	C10	0.3468	0.16	97
S11-7	S11	7	Rothia_mucilaginosa	C1	0.3266	0.13	68
S11-7	S11	7	Rothia_mucilaginosa	C4	0.2424	0.13	54
